sample-id,Level1,Sequencing run,Diagnosis,Truepera,Actinomyces,N09,Varibaculum,Brevibacterium,Corynebacterium,Brachybacterium,Dietzia,Gordonia,Janibacter,Salinibacterium,Micrococcus,Rothia,Mycobacterium,Nocardioides,Promicromonospora,Propionibacterium,Pseudonocardia,Sanguibacter,Collinsella,Rubrobacter,Solirubrobacter,Flavisolibacter,[Prevotella],Porphyromonas,Prevotella,Hymenobacter,Cloacibacterium,Capnocytophaga,Flavobacterium,Pedobacter,Sphingobacterium,Exiguobacterium,Bacillus,Staphylococcus,Gemella,Granulicatella,Streptococcus,Anaerococcus,Finegoldia,Peptoniphilus,Blautia,Catonella,Oribacterium,Selenomonas,Veillonella,Fusobacterium,Leptotrichia,Gemmatimonas,Mycoplana,Phenylobacterium,Bradyrhizobium,Devosia,Methylobacterium,Agrobacterium,Novosphingobium,Sphingomonas,Lautropia,Aquabacterium,Limnohabitans,Methylibium,Paucibacter,Variovorax,Janthinobacterium,Kingella,Neisseria,Rheinheimera,Klebsiella,Chromohalobacter,Halomonas,Actinobacillus,Haemophilus,Acinetobacter,Alkanindiges,Enhydrobacter,Moraxella,Pseudomonas,Vibrio,Pseudoxanthomonas,Akkermansia,Unknown
ILDCON1073.BAL,Controls,MSQ139,COVID,0,0.0230769230769231,0,0,0,0.456410256410256,0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897435897435897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358974358974359,0.0931623931623932,0,0.143589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435897435897436,0,0,0.0230769230769231,0,0,0,0.0111111111111111,0,0,0,0.0632478632478632
ILDCON1074.BAL,Controls,MSQ139,COVID,0,0.0993265993265993,0,0,0,0,0,0,0,0,0,0,0.0252525252525253,0,0,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892255892255892,0.0875420875420875,0,0.341750841750842,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102693602693603,0,0,0.00673400673400673,0,0,0,0,0,0,0,0.154882154882155
ILDCON1076.BAL,Controls,MSQ139,COVID,0.0374862183020948,0,0,0,0,0.0270121278941566,0,0,0,0.00992282249173098,0,0.0468577728776185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970231532524807,0,0,0,0,0,0.00992282249173098,0,0.00826901874310915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611907386990077,0,0,0,0,0.145534729878721,0,0,0,0,0,0,0,0,0,0,0.0181918412348401,0,0.227673649393605,0,0.0402425578831312,0.0413450937155458,0,0,0,0.0380374862183021,0,0,0,0.191289966923925
BRU.04348,Controls,MSQ75,healthy,0,0.0260342368045649,0,0,0,0.00463623395149786,0,0,0,0,0.0317403708987161,0,0,0.00641940085592011,0,0,0,0,0,0,0,0,0.00534950071326676,0,0,0.0406562054208274,0.00285306704707561,0,0,0,0,0,0,0,0,0,0,0.24358059914408,0,0,0,0,0,0.0156918687589158,0,0.243223965763195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072396576319543507,0,0,0,0,0,0,0,0,0,0,0.248573466476462,0,0,0,0,0,0,0,0,0.0588445078459344
BRU.04357,Controls,MSQ75,Bronchiectasis,0,0,0,0,0,0.0127161749745676,0,0,0,0,0.00457782299084435,0,0.0300101729399797,0,0,0,0,0,0,0,0,0,0,0,0,0.184638860630722,0,0,0,0,0,0,0,0,0,0.0422177009155646,0,0.131230925737538,0,0,0.0116988809766022,0,0.0193285859613428,0.0162767039674466,0,0.22736520854527,0.0193285859613428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361139369277721,0,0,0,0,0,0,0,0,0,0.143947100712106,0.105798575788403,0,0,0,0,0,0,0,0,0.0147507629704985
BRU.05270,Controls,MSQ75,Asthma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562587904360056,0,0.49789029535865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140646976090014
BRU.05271,Controls,MSQ75,COPD,0,0.0290697674418605,0,0.00491949910554562,0,0.0805008944543828,0,0,0,0.0107334525939177,0.0514311270125224,0,0,0.0116279069767442,0,0,0,0.00760286225402505,0,0,0,0,0,0,0,0.165474060822898,0,0,0,0,0,0,0,0,0,0,0,0.04695885509839,0,0,0,0,0.0161001788908766,0.09391771019678,0,0.212880143112701,0,0,0,0,0,0.0161001788908766,0,0,0,0,0.133273703041145,0,0,0,0.0143112701252236,0,0,0,0,0,0,0,0,0,0,0.0527728085867621,0.0156529516994633,0,0,0,0,0,0,0,0.0366726296958855
BRU.05327,Controls,MSQ75,Post infective,0,0,0,0,0,0.136251541307028,0,0,0,0,0.0104808877928483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123304562268804,0.265104808877928,0,0,0,0,0,0,0,0,0.0135635018495684,0,0,0.101726263871763,0,0,0.125154130702836,0,0.0511713933415536,0,0,0.165228113440197,0.0252774352651048,0.0092478421701603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092478421701603,0,0,0,0,0,0,0,0.0752157829839704
BRU.03713,Controls,MSQ81,Bronchiectasis,0,0.168970814132104,0,0,0,0,0.0267281105990783,0.00829493087557604,0,0,0.00583717357910906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242703533026114,0,0,0,0,0,0.0755760368663594,0,0,0.120122887864823,0.00522273425499232,0,0,0,0,0.0211981566820276,0,0.411059907834101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298003072196621,0.0549923195084485,0,0,0,0,0,0,0,0.047926267281106
BRU.03824,Controls,MSQ81,Bronchiectasis,0,0,0,0,0,0,0,0,0,0,0,0,0.289156626506024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481927710843374,0,0,0.210843373493976,0.337349397590361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481927710843374,0,0,0,0,0.0662650602409639
BRU.03853,Controls,MSQ81,COPD,0,0,0,0,0,0.196969696969697,0,0,0,0.0643939393939394,0.071969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130681818181818,0,0,0,0.291666666666667,0,0,0,0,0,0,0,0,0.0643939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871212121212121,0,0,0,0,0,0,0,0.0928030303030303
BRU.03861,Controls,MSQ81,Antiphospholipid Syndrome,0,0,0,0,0,0.0294117647058824,0,0,0,0,0.113003095975232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402476780185759,0,0,0,0,0.0619195046439628,0,0,0,0.212074303405573,0,0,0.213622291021672,0,0,0,0,0.0356037151702786,0.0417956656346749,0,0.165634674922601,0,0,0,0.021671826625387,0,0,0,0,0,0,0,0,0.065015479876161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRU.04098,Controls,MSQ81,Eosinophilc Pneumonia,0,0,0,0,0,0.0341578327444052,0,0,0,0,0.0147232037691402,0.0117785630153121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53886925795053,0,0.0265017667844523,0,0,0,0,0,0,0,0,0,0.0683156654888104,0,0.00471142520612485,0,0,0.00530035335689046,0,0,0.200824499411072,0,0,0,0,0,0,0,0,0,0.0123674911660777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0.0789163722025913
