index,Sample-type,Status,patient_ID,Methanobrevibacter,Deinococcus,Truepera,Meiothermus,Actinobaculum,Actinomyces,N09,Varibaculum,Brevibacterium,Corynebacterium,Brachybacterium,Dermacoccus,Gordonia,Phycicoccus,Terracoccus,Frigoribacterium,Microbacterium,Pseudoclavibacter,Kocuria,Micrococcus,Nesterenkonia,Rothia,Mycobacterium,Rhodococcus,Nocardioides,Xylanimicrobium,Propionibacterium,Pseudonocardia,Bifidobacterium,Gardnerella,Scardovia,Atopobium,Collinsella,Olsenella,Slackia,Rubrobacter,Sediminibacterium,[Prevotella],Bacteroides,Paludibacter,Porphyromonas,Tannerella,Prevotella,Dyadobacter,Hymenobacter,Chryseobacterium,Cloacibacterium,Capnocytophaga,Flavobacterium,Salinimicrobium,Sphingobacterium,Candidatus Rhabdochlamydia,SHD-231,Chroococcidiopsis,Exiguobacterium,Alicyclobacillus,Anoxybacillus,Bacillus,Geobacillus,Gracilibacillus,Oceanobacillus,Aneurinibacillus,Paenibacillus,Planomicrobium,Solibacillus,Sporosarcina,Jeotgalicoccus,Salinicoccus,Staphylococcus,Thermoactinomyces,Gemella,Abiotrophia,Alloiococcus,Granulicatella,Enterococcus,Lactobacillus,Leuconostoc,Lactococcus,Streptococcus,Anaerovorax,Mogibacterium,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,Pseudoramibacter_Eubacterium,[Ruminococcus],Blautia,Butyrivibrio,Catonella,Coprococcus,Epulopiscium,Johnsonella,Lachnoanaerobaculum,Lachnospira,Moryella,Oribacterium,Roseburia,Shuttleworthia,Peptococcus,Filifactor,Peptostreptococcus,Tepidibacter,Faecalibacterium,Ruminococcus,Dialister,Megasphaera,Phascolarctobacterium,Schwartzia,Selenomonas,Veillonella,Caldicellulosiruptor,Bulleidia,Sharpea,Fusobacterium,Leptotrichia,Sneathia,Nitrospira,A17,Planctomyces,Brevundimonas,Mycoplana,Phenylobacterium,Afipia,Bosea,Bradyrhizobium,Ochrobactrum,Hyphomicrobium,Pedomicrobium,Rhodoplanes,Methylobacterium,Mesorhizobium,Agrobacterium,Xanthobacter,Woodsholea,Amaricoccus,Paracoccus,Rhodobacter,Roseomonas,Reyranella,Skermanella,Raphanus,Kaistobacter,Novosphingobium,Sphingobium,Sphingomonas,Sphingopyxis,Achromobacter,Lautropia,Curvibacter,Hydrogenophaga,Methylibium,Polaromonas,Tepidimonas,Janthinobacterium,Massilia,Methylotenera,Chitinimonas,Eikenella,Kingella,Neisseria,Methyloversatilis,Petrobacter,Peredibacter,Bdellovibrio,Desulfobulbus,Bilophila,Desulfovibrio,Plesiocystis,Campylobacter,Sulfuricurvum,Sulfurimonas,Rheinheimera,Shewanella,Cardiobacterium,Buchnera,Morganella,Legionella,Alcanivorax,Halomonas,Actinobacillus,Aggregatibacter,Haemophilus,Acinetobacter,Alkanindiges,Enhydrobacter,Moraxella,Perlucidibaca,Psychrobacter,Pseudomonas,Methylophaga,Nevskia,Aquimonas,Lysobacter,Pseudoxanthomonas,Silanimonas,Stenotrophomonas,Treponema,Pyramidobacter,TG5,Mycoplasma,Unknown
FL.POST.02.008.BAL.FlushControl,BAL,control,02008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141436464088398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111602209944751,0,0,0.191436464088398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168508287292818,0.0298342541436464,0,0.0674033149171271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129834254143646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176795580110497,0,0.125966850828729,0,0,0,0.00883977900552486,0,0,0,0,0,8.2872928176795e-4,0,0,0.0988950276243094,0,0,0,0,8.2872928176795e-4,0,0,0,0.175414364640884
FL.POST.02.009.BAL.FlushControl,BAL,control,02009,0,0,0,0,0,0,0,0,0,0.0270844397238449,0.0329261816250664,0,0,0,0,0,0,0,0,0.033457249070632,0.0663834306956984,0,0,0,0,0.015400955921402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281465746149761,0,0,0,0,0,0,0,0,0,0,0,0.0223048327137546,0,0,0.112586298459904,0,0,0,0,0,0,0,0.0355815188528943,0,0,0,0,0,0.00849707912904939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971853425385024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079660116834838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499203398831652,0,0.184811471056824,0,0,0,0,0,0,0,0,0,0,0,0,0.0387679235262878,0,0.0260223048327138,0,0,0,0,0,0,0.2129580456718
FL.POST.02.010.BAL.FlushControl,BAL,control,02010,0,0,0,0,0,0,0,0,0,0.00708782742681048,0,0,0,0,0,0,0,0,0,0,0.14884437596302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585516178736518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366718027734977,0,0,0.0770416024653313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184899845916795,0,0,0,0,0,0,0,0,0,0,0.0434514637904468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049306625577812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101694915254237,0.0363636363636364,0.242835130970724,0,0,0,0,0,0,0,0,0,0,0,0,0.0545454545454545,0,0,0,0,0,0,0,0,0.33035439137134
FL.POST.02.011.BAL.FlushControl,BAL,control,02011,0,0,0,0.0409062303335431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273757079924481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346129641283826,0,0,0.0956576463184393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188797986154814,0,0,0.0434235368156073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774071743234739,0,0,0,0,0,0,0,0,0,0.00755191944619257,0,0,0.0471994965387036,0,0,0,0,0,0,0,0,0.360604153555695
FL.POST.02.012.BAL.FlushControl,BAL,control,02012,0,0,0,0,0,0,0,0,0,0.040272614622057,0,0,0.00371747211895911,0,0,0,0,0,0,0.106567534076828,0.156753407682776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557620817843866,0,0,0.0136307311028501,0,0,0,0,0,0,0,0.0607187112763321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631970260223048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123915737298637,0,0,0,0.107806691449814,0,0,0,0,0,0,0,0,0.0799256505576208,0,0,0,0.00743494423791822,0,0,0,0,0.180297397769517
FL.POST.02.013.BAL.FlushControl,BAL,control,02013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582152432018384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162772883952509,0,0,0.112217541171965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938337801608579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229797012638836,0.00268096514745308,0.116430486403677,0,0,0,0,0.00689391037916507,0,0,0,0,0.0168517809268479,0,0,0.081194944465722,0,0,0,0,0,0,0,0,0.346610494063577
FL.POST.03.002.BAL.FlushControl,BAL,control,03002,0,0,0,0,0,0,0,0,0,0,0,0,0.00437828371278459,0,0,0,0,0,0,0,0.188704028021016,0,0,0,0,0.00919439579684764,0,0,0.0140105078809107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481611208406305,0,0,0,0,0,0,0,0,0.0976357267950963,0,0,0.0455341506129597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026707530647986,0,0,0,0,0,0,0,0.00394045534150613,0,0,0,0,0,0,0,0,0,0,0.0433450087565674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7565674255691e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058231173380035,0,0.158493870402802,0,0,0,0.0398423817863398,0,0,0,0,0,0,0,0,0.0661120840630473,0,0,0,0.00569176882661997,0,0,0,0,0.189141856392294
ILDCON1062.BAL,BAL,healthy,1062,0,0,0,0,0,0.014002333722287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866811135189198,0.010835139189865,0,0,0,0,0,0,0,0,0,0,0,0,8.3347224537422e-4,0,0,0,0.00100016669444907,0,0.00133355559259877,0.00250041673612269,0.180030005000833,0,0,0,0,0.0373395565927655,0,0,0,0,0.00300050008334722,0,0,0,0,0.00300050008334722,0,0,0.0098349724954159,0,0,0,0,0,0,0,0.00150025004167361,0,0,0,0,0,0,0,0,0,0,0.00633438906484414,0.0153358893148858,0,0,0.0393398899816636,3.3338889814969e-4,0,0,0,0.00683447241206868,0.0110018336389398,0,0,0,0.0278379729954993,0,0.0286714452408735,0.0418403067177863,0,0,6.6677779629938e-4,0.00916819469911652,0,0,0,0,0.00833472245374229,0.00466744457409568,0,0,0.0381730288381397,0,0,0.00716786131021837,0.00133355559259877,0.0455075845974329,0.0120020003333889,0,0,0,0,0,0,0,0,0,0.0040006667777963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191698616436073,0,0,0,0,0,0,0,0,0.00683447241206868,0,0,0,0,0,0,0,0.00250041673612269,0,0.022670445074179,0,0.0113352225370895,0,0.00150025004167361,0,0,0.0536756126021004,0,0,0.00683447241206868,0.00133355559259877,0,0.0098349724954159,0,0,0,0,0.0080013335555926,0,0.00116686114352392,0,0.272712118686448
ILDCON1063.BAL,BAL,healthy,1063,0,0,0,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722689075630252,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4033613445378e-4,0,0,0.0322689075630252,0,0,0.00168067226890756,0,0.217142857142857,0,0,0,0,0.0053781512605042,0,0,0,0,0,0,0,0,0,0,0,0,0.00739495798319328,0,0,0,0,0,0,0,0,0.00184873949579832,0,0,0,0,0,0,0,0,0.0115966386554622,0,0.0971428571428571,0,0,0.00487394957983193,0,0,0,0,0.0134453781512605,0.0282352941176471,0,0,0,0,0,0.0297478991596639,0.0415126050420168,0,0,0.00184873949579832,0.00470588235294118,0,0,0,0,0.00504201680672269,0.0295798319327731,0,0,0.0702521008403361,0.110588235294118,0,0.0309243697478992,0,0.00840336134453781,0.0221848739495798,0,0,0,0,0,0,0,0,0,0.00369747899159664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252100840336134,0,0,0,0,0,0,0.0196638655462185,0,0,0,0,0,0,0,0.00117647058823529,0,0.0141176470588235,0,0,0,0.00218487394957983,0,0,0,0,0,0.00302521008403361,0,0,0.00521008403361345,0,0,0,0,8.4033613445378e-4,0,0.00890756302521008,0.0257142857142857,0.117647058823529
ILDCON1064.BAL,BAL,healthy,1064,0,0,0,0,0,0,0,0,0,0.0359312619336921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156222877972574,0,0,0,0.0157958687727825,0,0,0,0.00642249609442805,0.0647457038708558,0,0,0,0,0.132268703350113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029508765839264,0,0,0,0,0,0,0.16872070821038,0,0.00433952438812706,0,0,0.00451310536365214,0,0,0,0,0,0.00711681999652838,0,0,0,0.0374934907134178,0,0.00555459121680264,0.00711681999652838,0,0,8.6790487762541e-4,0.00225655268182607,0,0,0,5.2074292657524e-4,0.00156222877972574,0,0,0,0.0175316785280333,0.073598333622635,0,0.00659607706995313,0,0.0923450789793439,0.0262107273042874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156222877972574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102412775559799,0,0.061100503384829,0,0,0,0,0,0,0,0,0.012671411213331,0,0,0,0,0.00451310536365214,0,0,8.6790487762541e-4,0,0.00138864780420066,0,0,0,0,0,0,6.9432390210033e-4,0,0,0,0,0,0,0,0,0,0,0.0138864780420066,0,0,0.00381878146155181,0.173233813574032
ILDCON1065.BAL,BAL,healthy,1065,0,0,0,0,0,0.0159824506424318,0,0,0.00752115324349734,0.0122218740206832,0,0,0,0,0,0,0,0.00532748354747728,0,0.0416797242243811,0.0137887809464118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532748354747728,0.122845502977123,0,0,0.0322782826700094,0,0.00438733939204011,0,0,0,0,0,0,0,0,0,0.00626762770291445,0,0,0.00752115324349734,0,0,0,0,0,0,0,0.0115951112503917,0,0,0,0,0,0,0.00438733939204011,0,0.0307113757442808,0,0,0.107176433719837,0,0,0.00595424631776872,0.00626762770291445,0,0,0,0,0.0297712315888436,0,0,0,0,0,0.0213099341899091,0.00595424631776872,0,0,0.00250705108116578,0,0,0,0,0,0,0,0,0,0.0106549670949546,0.225947978690066,0,0.0385459103729238,0,0.0222500783453463,0,0,0,0,0,0.00156690692572861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376057662174867,0.00626762770291445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156690692572861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4014415543716e-4,0.00376057662174867,0.0197430272641805,0,0,0,0.0335318082105923,0,0,0,0,0,0.00313381385145722,0,0,0.00438733939204011,0,0,0,0,0,0,0,0,0.123158884362269
ILDCON1066.BAL,BAL,healthy,1066,0,0,0,0,0,0.031992337164751,0,0,0,0.00670498084291188,0,0,0,0,0,0,0,0,0,0.00574712643678161,0.0339080459770115,0,0,0,0,0.00172413793103448,0,0,0,0,0,0,0,0,0,0,0,0.010536398467433,0,0,0,0.0128352490421456,0.0783524904214559,0,0,0.00747126436781609,0.0145593869731801,0,0,0,0.00900383141762452,0,0,0,0,0,0,0.0216475095785441,0,0,0.0578544061302682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593869731800766,0.0145593869731801,0,0,0,0,0.00306513409961686,0,0,0,0,0,0.00172413793103448,0,0,0,0,0,0.0053639846743295,0,0,0,0,0.0279693486590038,0,0,0,0,0.0053639846743295,0,0,0,0.0264367816091954,0.0921455938697318,0,0.0053639846743295,0,0,0,0,0.0103448275862069,0,0,0.00727969348659004,0,0,0,0,0.0272030651340996,0,0,0.00229885057471264,0,0,0,0,0,0,0.00383141762452107,0.00727969348659004,0,0,0,0,0,0,0,0,0,0.00421455938697318,0,0,0,0,0,0,0,0,0,0.0028735632183908,0,0.00363984674329502,0,0,0,0,0,0.00593869731800766,0,0,0,3.831417624521e-4,0,0,0,0,0,0,0,0,0.0116858237547893,0.00172413793103448,0.0609195402298851,0,0,0,0.00689655172413793,0,0,0.00440613026819923,0,0,0.00517241379310345,0,0,0.0264367816091954,0,0,0,0,0.193869731800766,0,0,0,0.133333333333333
ILDCON1067.BAL,BAL,healthy,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774068698597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266086115142719,0.0863570391872279,0,0,0,0,0.0686985970004838,0,0,0,0,0,0,0,0,0,0.00459603289791969,0,0,0.00701499758103532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244315432994678,0.0183841315916788,0,0,0.0149975810353169,0,0,0,0,0,0,0,0,0,0.00604741170778907,0.365505563618771,0,0.0319303338171263,0,0,0.114900822447992,0,0,0,0,0,0,0,0,0,0.00532172230285438,0,0,0,0,9.6758587324625e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670053217223028,0,0,0,0,0,0,0,0,0,0,0.0447508466376391,0,0,0,0,0,0,0,0.003870343492985,0,0.0130624092888244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217706821480406,4.8379293662312e-4,0,0,0,0.0466860183841316
ILDCON1068.BAL,BAL,healthy,1068,0,0,0,0,0,0.0134538574731974,0,0,0,0.00378389741433677,0,0,0.00105108261509355,0,0,0,0,0,0,0,0.0391002732814799,0.0168173218414967,0.0046247635064116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2043304603741e-4,0,0.111835190245953,0,0,0,0,0.0203910027328148,0,0,0,0,0,0,0,0,0,0.00819844439772966,0,0,0.0252259827622451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254361992852638,0,0.0544460794618457,0,0,0.0243851166701703,0,0,0,0,0,0.00609627916754257,0,0,0,0.0155560227033845,0,0.0121925583350851,0.00420433046037419,0,0,0,0,0,0,0,0,0.00357368089131806,0,0,0,0.0046247635064116,0.108051292831617,0,0.0342652932520496,0,0.00105108261509355,0,0,0,0,0,0.00273281479924322,0,0.00189194870716838,0,0,0.0306916123607316,0,0,0,0,0.00147151566113096,0,0,0.00945974353584192,0,0,0.00336346436829935,0,0,0,0,0,0,0.00630649569056128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283792306075258,0,0.0563380281690141,0,0,0,0.0294303132226193,0,0,0.00126129913811226,0,0,0,0,0,0.0323733445448812,0,0,0,8.4086609207483e-4,0.00882909396678579,0,0,0.00273281479924322,0.245112465839815
ILDCON1070.BAL,BAL,healthy,1070,0,0,0,0,0,0.0522208883553421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600240096038415,0,0,0,0,0,0,0,0,0,0,0,0,0.00300120048019208,0,0,0,0,0,0,0,0.0990396158463385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660264105642257,0.180672268907563,0,0.0912364945978391,0,0,0.0204081632653061,0,0,0,0,0,0.0396158463385354,0,0,0,0,0,0.195078031212485,0.0384153661464586,0,0,0.00180072028811525,0,0,0,0,0,0,0.0378151260504202,0,0,0,0,0,0.0366146458583433,0,0,0.0300120048019208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132052821128451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114045618247299,0,0.00420168067226891,0,0.13265306122449
ILDCON1071.BAL,BAL,healthy,1071,0,0,0,0,0,0.0222087623662427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00242277407631738,0,0,0,0,0.00403795679386231,0,0,0,0,0,0,0,0.0478497880072683,0,0,0,0,0.00181708055723804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107005855037351,0,0.075307894205532,0,0,0.00222087623662427,0,0,0,0,0.0351302241066021,0.0143347466182112,0,0,0,0,0,0.122753886533414,0.049061175045427,0,0,0,0,0,0,0,0,0,0,0,0,0.228346456692913,0.181708055723804,0,0.0304865737936604,0,0.0135271552594387,0.00161518271754492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141328487785181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155057540884313
ILDCON1072.BAL,BAL,healthy,1072,0,0,0,0,0,0.0224406924556529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128232528318017,0.00363325496901047,0,0,0,0,0,0,0,0.015387903398162,0,0,0,0,0.00320581320795042,0.00106860440265014,0,0,0,0,0,0,0.00213720880530028,0.236161572985681,0,0,0,0,8.5488352212011e-4,0,0,0,0,0,0,0,0,0,0.00256465056636033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120324855738406,0,0.0324855738405642,0,0,0.00427441761060056,0,0,0,0,0.0250053430220133,0.00726650993802094,0,0,0,0,0,0.0194486001282325,0.0113272066680915,0,0,6.4116264159008e-4,0.0119683693096816,0,0,0,0,0.00277837144689036,0.00619790553537081,0,0.0038469758495405,0.0989527676854029,0.0895490489420816,0,0.00983116050438128,0,0,0.0961743962385125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341953408848044,0,0.00470185937166061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341953408848044,0,0,0,0,0,0,0,0,0,0,0.0170976704424022,0,0,0,0,0,0,0,0,0,0.00491558025219064,0,0,0,6.4116264159008e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457362684334259,0,0.00897627698226117,0,0.0822825390040607
ILDCON1073.BAL,BAL,healthy,1073,0,0,0,0,0,0,0,0,0,0.00178497871756144,0,0,0,0,0,0,0,0,0,0.00274612110394068,0.012220238912536,0,0,0,0,0,0,0,0.00933681175339833,0,0,0,0,0,5.4922422078813e-4,0,0,0.024028559659481,6.8653027598517e-4,0,0,0,0.207332143347522,0,0,0,0,0,0,0,0,0,0.00356995743512289,0,0,4.119181655911e-4,0,0.0052176300974873,0,0,0.00439379376630509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409172044487162,0,0.056295482630784,0,0,0.0151036660716738,0,0,0,0,0.00755183303583688,0.00576685431827544,0,0,0,0,0,0.0145544418508856,0.0398187560071399,0,0.00865028147741315,0,0.0205959082795551,0,0,0,0,0.00988603597418646,0.0232047233282988,0,0,0.193876149938212,0.072085678978443,0,0.0210078264451462,4.119181655911e-4,9.6114238637923e-4,0.0432514073870658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370726349031992,0,0,0,0,0,0,0,0,0,0.00205959082795551,0,0,0,0,0,0,0,0.00123575449677331,0,0.00700260881504874,0,0,0,0.00370726349031992,0,0,0,0,0,0,0,0,0.00796375120142798,0,0,0,0,0.0115337086365509,0,0.0144171357956886,0,0.102155705066593
ILDCON1074.BAL,BAL,healthy,1074,0,0,0,0,0,0.0945134160993192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780937124549459,0.00300360432519023,0,0,0,0,0,0,0,0,0,0.00780937124549459,0,0,0.00300360432519023,0,0,0.013015618742491,0,0,0.124148978774529,0.00340408490188226,0.118141770124149,0,0,0,0,0.0168201842210653,0,0,0,0,0,0,0,0,0,0.00300360432519023,0,0,0.0066079295154185,0,0,0,0,0,0,0,0,0,0,0.0040048057669203,0,0,0,0,0,0,0.00200240288346015,0,0.0316379655586704,0,0,0.0120144173007609,0,0,0,0,0.0106127352823388,0.0106127352823388,0,0,0,0,0,0.0092110532639167,0.0452543051661994,0,0,0.00600720865038046,0.00941129355226272,0.00881057268722467,0,0,0,0.00440528634361233,0,0,0,0.118141770124149,0.0180216259511414,0,0.0304365238285943,0,0,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013616339607529,0,0,0,0,0,0,0,0,0.00140168201842211,0.0122146575891069,0,0.00600720865038046,0,8.0096115338406e-4,0,0,0,0,0,4.0048057669203e-4,0,0,0.0052062474969964,0,0,0,0,0.0256307569082899,0,0.0104124949939928,0,0.200240288346015
ILDCON1076.BAL,BAL,healthy,1076,0,0,0.00775901414879051,0,0,0.0280693747147421,0,0,0,0.0055910543130990404,0,0,0.00171154723870379,0,0,0,0,0,0,0.00969876768598813,0.034459151072569603,0,0,0,0,0,0,0,0.00114103149246919,0,0,0.00399361022364217,0,0.00707439525330899,0.0223642172523962,0,0,0,0,0,0,0.0114103149246919,0.0626426289365586,0,0.0187129164764948,0.00433591967138293,0,0,0,0,0,0,0,0,0,0,0,0.0279552715654952,0,0,0.0346873573710634,0,0,0,0,0,0,0,0.00171154723870379,0.00924235508900046,0,0,0,0,0,0,0,0,0,0,0.00182565038795071,0,0,0.0413053400273848,0,0,0,0,0,0.00616157005933364,0,0,0,0,0,0,0.0106115928799635,0,0.0134641716111365,0,0.0441579187585577,0,0,0,0,0.0685759926973984,0.0124372432679142,0,0,0.0209949794614331,0,0.00182565038795071,0.00479233226837061,0.00479233226837061,0.0468963943404838,0,0,0,0,0,0,0,0,0,0,0.012665449566408,0,0,0,0,0.00992697398448197,0,0,0,0,0,0.0298950251026928,0,0,0,0,0,0,0,0,0.0301232314011867,0,4.5641259698767e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376540392514833,0,0,0,0,0,0,0,0.0230488361478777,0,0.0471246006389776,0,0,0.0083295298950251,0.00855773619351894,0,0,0,0,0,0,0,0,0.0089000456412597,0,0,0,0,0.0220219078046554,0,0.028183477863989,0,0.196599726152442
