"","BRU.03709","BRU.03713","BRU.03722","BRU.03733","BRU.03746","BRU.03762","BRU.03775","BRU.03780","BRU.03787","BRU.03792","BRU.03804","BRU.03813","BRU.03815","BRU.03819","BRU.03822","BRU.03824","BRU.03839","BRU.03853","BRU.03856","BRU.03860","BRU.03861","BRU.03867","BRU.03871","BRU.03878","BRU.03881","BRU.03886","BRU.03895","BRU.03899","BRU.03904","BRU.03907","BRU.03916","BRU.03932","BRU.03936","BRU.03937","BRU.04003","BRU.04004","BRU.04006","BRU.04008","BRU.04013","BRU.04034","BRU.04035","BRU.04036","BRU.04044","BRU.04045","BRU.04049","BRU.04050","BRU.04056","BRU.04057","BRU.04058","BRU.04061","BRU.04064","BRU.04065","BRU.04071","BRU.04075","BRU.04077","BRU.04079","BRU.04082","BRU.04088","BRU.04090","BRU.04092","BRU.04093","BRU.04095","BRU.04098","BRU.04102","BRU.04113","BRU.04114","BRU.04119","BRU.04121","BRU.04133","BRU.04137","BRU.04146","BRU.04150","BRU.04151","BRU.04153","BRU.04341","BRU.04348","BRU.04351","BRU.04353","BRU.04357","BRU.04364","BRU.04372","BRU.04377","BRU.04381","BRU.05218","BRU.05228","BRU.05229","BRU.05231","BRU.05232","BRU.05235","BRU.05236","BRU.05237","BRU.05241","BRU.05243","BRU.05246","BRU.05249","BRU.05251","BRU.05256","BRU.05258","BRU.05264","BRU.05270","BRU.05271","BRU.05272","BRU.05327","BRU.05336","BRU.05341","BRU.05343","BRU.05344","BRU.05349","BRU.05352","BRU.05355","BRU.05361","BRU.05364","BRU.05377","BRU.05379","BRU.05382","BRU.1000","BRU.1006","BRU.1017","BRU.1018","BRU.1022","BRU.1028","BRU.1031","BRU.1032","BRU.1036","BRU.1037","BRU.1039","BRU.1040","BRU.1042","ILDCON1062.BAL","ILDCON1063.BAL","ILDCON1064.BAL","ILDCON1065.BAL","ILDCON1066.BAL","ILDCON1067.BAL","ILDCON1068.BAL","ILDCON1070.BAL","ILDCON1071.BAL","ILDCON1072.BAL","ILDCON1073.BAL","ILDCON1074.BAL","ILDCON1076.BAL","Mock.DNA","POST.01.001.BAL","POST.01.003a.BAL","POST.01.004a.BAL","POST.01.005.BAL","POST.01.006.BAL","POST.01.007b.BAL","POST.01.009.BAL","POST.01.010.BAL","POST.01.011.BAL","POST.01.013a.BAL","POST.02.001.BAL","POST.02.002.BAL","POST.02.003.BAL","POST.02.004.BAL","POST.02.005.BAL","POST.02.006.BAL","POST.02.007.BAL","POST.02.008.BAL","POST.02.009.BAL","POST.02.010.BAL","POST.02.011.BAL","POST.02.012.BAL","POST.02.013.BAL","POST.03.001.BAL","POST.03.002.BAL","POST.04.001.BAL","POST.04.002.BAL","POST.04.003.BAL","POST.04.004.BAL","POST.04.005.BAL","PRO.1019","PRO.1031","PRO.1035","PRO.1037","PRO.1038","PRO.1040","PRO.1041","PRO.1042","PRO.1044","PRO.1047","PRO.1049","PRO.1050","PRO.1053","PRO.1054","PRO.1055","PRO.1056","PRO.1057","PRO.1059","PRO.1061","PRO.1067","PRO.1068","PRO.1069","PRO.1070","PRO.1071","PRO.1073","PRO.1075","PRO.1077","PRO.1079","PRO.1080","PRO.1081","PRO.1082","PRO.1084","PRO.1085","PRO.1088","PRO.1091","PRO.1099","PRO.112","PRO.1125","PRO.1127","PRO.1134","PRO.1264","PRO.1265","PRO.1280","PRO.1282","PRO.1284","PRO.1286","PRO.1287","PRO.1289","PRO.1290","PRO.1291","PRO.1292","PRO.1295","PRO.1296","PRO.1299","PRO.1300"
"fea8cf3b063370a298f04846d3f92f0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212892520584828,0,0
"9ec9d63f3db8acc875f7665cf063f3b6",0,0,0.00542166964716569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335600907029478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00851926043609403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f3389b554fa53e0c16a261d364470eae",0,0,0.00139089954299015,0.00963638699730181,0,0,0.000630763223500436,0,0,0,0,0,0,0,0.0012343691300381,0.000690236981363601,0,0,0,0,0.00988275300201906,0.00228747296622858,0,0,0,0,0,0.00310748233000244,0.0028745350016909,0,0.000767032924888301,0,0,0.00177437098548565,0,0.0122851127327732,0,0,0,0.00408804247575841,0,0.0019280205655527,0.014886042371994,0,0,0,0,0,0,0.110999952360535,0,0,0.0184331797235023,0,0.00111538972248041,0,0,0,0.00877731716055069,0,0,0,0,0,0,0.00701021264962606,0,0,0.000287460953220521,0,0,0,0,0,0,0,0,0,0.0314766084808067,0,0,0,0.00200373669816685,0,0.00379972293686919,0,0,0,0,0.0298540777322061,0,0,0,0,0.00293848061681134,0.00720887245841035,0,0,0.0063083014562781,0.000864050004596011,0.0029011535539131,0,0,0,0.0512671747672671,0.00296463194094453,0,0.00107262724473202,0.000752314814814815,0,0,0,0,0,0,0.0353218667494953,0,0.00121613404499696,0.0240780460803985,0.0389121753193175,0,0.000539359014392369,0,0,0,0,0.00225195390117896,0.0342655468191565,0.0218951037282857,0,0.0444090514210069,0,0.00135421074904782,0.000140075640846057,0,0.00306418489422043,0,0,0.000394581086413258,0.000419028839043628,0,0,0,0.000900308182416289,0.00481228781436435,0,0,0,0,0,0,0,0,0.00530842230130486,0.00845550215949875,0,0,0,0,0,0,0,0.00115696104897802,0,0,0,0.0139108188595527,0.00147341984093763,0.00947297782355603,0,0.00108563157092793,0.00020152056425758,0,0,0,0,0.0111277351786048,0.00132286421438935,0,0,0,0,0,0,0.000931016137613052,0,0,0.000470405932648939,0,0,0,0,0,0,0,0.000423403635978724,0,0.0463993871297242,0.00432067866269726,0,0.00126903553299492,0.000706015249929399,0.00128991161716697,0,0,0,0,0,0,0,0,0,0,0,0.00151185515690107,0,0.088590899098703,0,0.00173442840381574,0,0.0036437653917676,0.0016475126577192,0,0,0,0,0
"74ef8e1bcfb58766fdaad9b0a9181d2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275196568977841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b46a3d2ffd5941d13ba4132509059fa",0,0,0,0,0,0,0,0,0,0.342451154529307,0,0,0,0,0,0,0,0,0,0,0,0.00253701547163534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a4bfdabf72f1cc3ff673fb419e31ff1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000633674700026573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172324659658797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000395725566559547,0.00451482947836355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000486038161835029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000848612072623328,0,0,0,0.000837170364169108,0,0,0,0,0,0,0,0,0.00149616607443426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023480057604408,0,0,0,0.00182449738605663,0.00105543549278786,0,0,0,0,0,0
"ea801be42bf10874762cd004b3148803",0,0.00261452767989087,0,0.00398303995888475,0,0,0.00159192623073919,0.000644528513380972,0.00707516382528784,0,0,0.00484496124031008,0,0.000549925367271585,0.000286230522907387,0.00214740394202009,0,0,0,0,0.000956395451808296,0,0.00468965517241379,0,0.00228597186000837,0.00124027511557109,0,0.011576894954911,0,0,0.00030681316995532,0,0.0131467941507312,0,0,0,0,0,0.000870589440262201,0,0,0,0.0013786604307005,0.0143296089385475,0,0,0.00100167552997742,0,0.014573128769785,0,0,0,0,0,0.00215110875049794,0,0.000305524603716617,0,0,0,0,0,0,0.000929406419100335,0,0,0.000801551389786684,0,0,0,0,0,0,0.00457839735561624,0,0.00103317913917393,0,0,0.000642789707329811,0,0,0,0.000893558257290623,0.000994678470184513,0,0,0,0.00330483653922267,0.000419628104592305,0,0.00446291166512773,0,0.00215262081584329,0,0.00134792688844557,0,0.000946969696969697,0.0051879222184899,0.00644252063619891,0.00147072341207832,0.0031314038359697,0.00169767909397547,0,0,0,0.000800450624055024,0,0,0,0,0,0,0,0.00106274108478312,0.00337309749074455,0.00048905706810661,0,0.000878319032497804,0,0.00042905706458959,0,0.00110710534533171,0,0,0,0,0,0,0.000723038988486995,0.00183649769087423,0,0,0,0.000630340383807256,0.000394991507682585,0.000798643935195749,0.00247076574877405,0.000422933125814146,0.00120253283478326,0.00128173527236875,0,0,0,0,0,0,0.00111597374179431,0.000401965163019205,0,0,0,0.001743738393949,0.0025098068378293,0.00222419928825623,0,0,0,0.00157933029297464,0,0.00794184385242457,0,0,0.00732741997686078,0,0.00175873540567457,0.00125675803850896,0.0054164251593948,0,0.00029651825147869,0.00112552256404759,0,0,0.000699434094232848,0.00354388679527814,0.00092239049294264,0,0,0.00456601519160195,0.00398234577922078,0,0.000247857069090158,0,0,0,0.00904415676538393,0.000670474298485225,0,0,0,0.0164142017489368,0.00503561371542157,0,0.00613704819277108,0.00553995404646413,0.0026084121291164,0.00103204636269814,0,0,0.00187053771372869,0,0.0104060913705584,0.000960180739903982,0,0,0,0.003690036900369,0,0.000912845033688329,0,0.00243409098700675,0.00485320263322281,0,0.00539204673107167,0,0,0.00419510362532089,0,0.00296488198042602,0.00137734020303015,0.0021753622679906,0.00140724732371714,0.00293337619545126,0.00256641794591512,0.0026638252530634,0,0.00108816816179203,0.00203770990867131
"eb31a85c19865a972840efea7ec1c60b",0,0,0,0,0,0,0,0,0.00764953136830013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00630541871921182,0,0,0,0,0,0,0,0,0,0,0,0,0.00136955499683163,0,0,0,0,0,0,0,0,0.00326834644472314,0,0,0,0.00514107598267417,0,0,0,0,0,0.00228389324126942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220047044540557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170385208721881,0,0,0,0,0,0,0,0,0,0,0.00143233829226212,0,0.00125954498937259,0,0.000449484511450655,0,0,0.000622708088286169,0,0.0035108539781437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141456054319125,0.000169173250325659,0.000845530899456981,0,0,0,0,0,0,0.00380991204277136,0,0,0,0,0,0.00135875719009013,0,0,0,0,0,0,0,0,0,0,0,0.000357310346367717,0,0.00092478421701603,0,0.00130598576810381,0,0,0,0,0,0.00162220170206394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00162234380964499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53d5e40abad0ff47bed890cd700eed66",0,0,0.000794799738851514,0,0,0,0,0,0,0,0,0,0,0.0015515751433734,0,0,0,0,0,0,0,0,0,0,0,0.000248055023114218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083766709713448,0,0,0,0,0,0,0,0.00164939317101992,0,0.00137972902122023,0,0,0,0,0,0,0,0,0,0.000350945603431468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860126971124309,0,0,0,0,0,0,0,0,0,0,0,0,0.000809129209564465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019291587602783,0,0,0,0,0,0,0,0,9.9304717646075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110730007832123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131315103011375,0,0,0,0,0,0,0,0,0,0,0,0,0.000133323175377114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288309067320167,0,0,0,0,0.00178448437793501,0,0,0,0,0,0,0,0,0,0,0
"a247eb38087e49867e163ad470fe9969",0,0,0,0,0.000220707920655503,0.00606964662311609,0.000660799567476647,0.00765027322404372,0.001227057932799,0,0.0011763762265059,0,0,0,0.000161004669135405,0.00134212746376256,0,0.00490789725285232,0,0,0.000814707236725585,0,0,0,0.00132006825718793,0,0,0,0.0017331755157254,0,0,0.000403850037019587,0,0.0013840093686788,0,0.00112426156456328,0,0,0,0.00057332303013685,0,0,0.000924924086419322,0,0,0,0,0,0.00129538922398089,0,0.0125797001550922,0.00323101777059774,0,0.000577398955182843,0.00111538972248041,0,0.000449300887818554,0,0,0,0,0,0,0,0,0,0.00124111182934712,0,0,0,0,0,0,0.00310017040671772,0,0,0,0,0.000763312777454151,0,0.00283185840707965,0,0.00289729495545747,0,0,0,0,0.000237473284255521,0.000629442156888458,0,0,0,0.00110321816811969,0.00342382000489117,0.00423249042971909,0,0,0,0.00365747265284209,0,0,0.000647798601648536,0.00208213129970148,0,0.000791160104433134,0,0,0,0,0.00381747688637041,0,0,0,0,0.00423693953105718,0.000674973419188359,0.00215322636660415,0.00199310857374502,0,0,0,0.000425809748204502,0,0,0,0,0,0.00207737669764117,0.00122360444205491,0.00218759283765901,0.000620527034294461,0.00163818523564001,0.0003808717731697,0,0.000572737686139748,0.00107572448414121,0.00133911731422105,0,0,0.00130638402760661,0,0,0.00202778615076864,0.000519408566778628,0,0.000658503316034556,0.000547045951859956,0.000446627958910228,0,0,0,0.000634086688708728,0,0.000385527876631079,0,0,0,0,0,0.000714345743339776,0,0,0,0,0.00040260208081707,0,0.000799472348250155,0.000786940142318962,0,0,0,7.32802051845745e-05,0,0,0.000879488609549959,0.000358226064528455,0.00134031544168069,0.00121618161645472,0,0,0,0,0.00950748765658791,0,0,0.000297988577104544,0,0.000940811865297878,0,0.000310603526544655,0,0,0.00549698795180723,0.00135307633392903,0,0.00116435999894149,0,0,0.00205495692494138,0,0.00274111675126904,0.00146851171985315,0,0,0.00133520730850316,0,0.00143865636187226,0,0.00448817538408424,0.000822791319551579,0,0,0,0,0,0.00460209129046397,0.00298966805891405,0,0.0036729072080804,0.00259640012631136,0.000527717746393929,0.000924214417744917,0.00346941685281118,0.00036452345568236,0.00125230894461664,0.000849301979935241,0.000662869488362958
"93afd8eb1bb76b9a732bae7e7762c1c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295038974284257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216369930761622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120635704874835,0,0,0,0.000828901015403744,0,0,0,0,0,0,0,0.00133101851851852,0,0,0,0,0,0,0.00045695103157442,0,0,0.000726492769667197,0.00254133799795373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575189051107239,0.000789162172826516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000912464261816412,0,0,0.00218266995545934,0.000800931993592544,0,0,0,0,0,0,0.000118562079104619,0,0,0.000733492516815706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248478519212071,0,0,0,0,0,0,0,0,0,0,0,0,0.00140548137737175,0,0,0,0,0,0,0,0.000584138395866097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dbd42fd84c8d1a71ad12ad15273a15be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112445793063901,0,0,0,0.00155120631043929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96c5877f7b4fef0d30c952909b51543a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106387505851313,0,0,0,0,0,0,0.00100613111146046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144513527138296,0,0,0,0,0,0,0,0.000392416043620141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198935694036903,0.000949930734217297,0,0,0,0,0,0,0,0,0,0,0,0.00107048748353096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01852891633914e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164804377204259,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0.00421213093709884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742800548529636,0.00128240359073005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285054542559121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8dc4520cb0b6df47a8b7d0832a252cb0",0,0,0,0,0,0,0,0,0,0.00390763765541741,0,0,0.00207536865101038,0,0,0.000306771991717156,0,0,0,0,0,0,0,0,0.000804919669017032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000311951647494638,0,0,0,0,0,0,0,0,0,0.00238256107535294,0,0,0,0,0,0,0,0,0,0.000216620183585606,0.000149201770527677,0.00459133188205027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000810185185185185,0,0.00643758155719878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856982761462144,0,0,0,0,0,0.0028374128264734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196904478432091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281282648878888,0,0,0,0,0
"82ddd4c06c80f04fb3512a37d7fc8af2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000765967475842564,0,0,0.000725018125453136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610798924993892,0,0,0,0.00060100531798645,0,0,0,0,0,0.00151770192334226,0,0,0,0,0,0.00104918368391422,0,0,0,0,0,0.00489275758092962,0,0,0,0,0,0,0,0,0,0.00050260637304881,0,0,0,0,0,0,0,0,0,0,0.000188957982615866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110504497831723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319415115433074,0,0.000525254223043953,0,0,0,0,0,0,0,0,0,0.00125951334548183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125230894461664,0,0
"594b9b1184fafb5d07637b60fd828e07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427586206896552,0,0,0,0,0,0,0,0,0,0,0,0.0529712097574812,0,0,0,0,0,0,0,0,0,0.0644548322122145,0,0,0,0.0518155689592357,0,0,0,0,0,0,0,0,0,0,0,0.0503214638971316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756568086411018,0,0,0.0185781953719522,0,0.0194919262212013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389457620652381,0,0.0117980179329873,0.0529696940749409,0,0.0487326107365367,0.033989448051948,0.0276146140534744,0.0213983269647836,0.0501166709878144,0,0,0,0.0152222498137571,0.0560685514515884,0,0.0868625533885658,0.0235341902804989,0.0497598144773894,0,0.0466114457831325,0.0460811845800357,0.0434537747873255,0.0344544708777687,0.0473116159873836,0,0,0.040564623348703,0.0521065989847716,0.0310646709968935,0,0,0,0,0.0354980093010807,0.0236252988480765,0.050060417745555,0.0326373890088793,0,0,0,0,0.0525461853313175,0,0,0,0,0,0.0323164296125044,0,0,0,0,0.0556292796857583,0.0300991849160365
"b15cbe0adbec68df053ff6d90d1a2a87",0,0,0,0,0,0,0,0,0.0115917813226118,0,0,0,0,0,0,0,0,0,0,0.00540448529724669,0,0,0,0,0,0.00980944864133499,0,0,0,0,0,0.00875008413542438,0.0340973003374578,0,0,0,0,0.0120311716720594,0.00448097506017309,0,0,0,0,0,0,0,0.00362424419028193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215636576330669,0,0,0,0,0,0,0,0,0,0,0,0.0095638812700145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287812852570744,0.00815332722764536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131072224849672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004903809883063,0,0,0,0,0,0.0100293206916395,0,0,0.0031514087267368,0,0,0,0,0,0.0041442094297749,0,0,0,0,0,0.039359040335031,0,0,0.00747847106813718,0,0,0,0,0,0,0,0,0,0.00740895931738534,0,0.0122400966490748,0,0,0,0.020042391372109,0.00134420073397627,0,0,0,0.0249675913922738,0,0,0,0,0,0,0.0268872536407142,0,0,0,0,0,0,0,0,0,0,0,0.00195431472081218,0.00471618186952838,0,0,0,0,0,0,0,0.00867359182693956,0,0,0,0.00184108527131783,0,0,0,0.0101036269430052,0,0,0.00924762527014123,0,0.0105983555914643,0.0133752067969604,0,0.0114390360422528,0
"72666ed8aa021e3cd17a56bb9136dfcb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101512817474424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
