""	"BRU.03709"	"BRU.03713"	"BRU.03722"	"BRU.03733"	"BRU.03746"	"BRU.03762"	"BRU.03775"	"BRU.03780"	"BRU.03787"	"BRU.03792"	"BRU.03804"	"BRU.03813"	"BRU.03815"	"BRU.03819"	"BRU.03822"	"BRU.03824"	"BRU.03839"	"BRU.03853"	"BRU.03856"	"BRU.03860"	"BRU.03861"	"BRU.03867"	"BRU.03871"	"BRU.03878"	"BRU.03881"	"BRU.03886"	"BRU.03895"	"BRU.03899"	"BRU.03904"	"BRU.03907"	"BRU.03916"	"BRU.03932"	"BRU.03936"	"BRU.03937"	"BRU.04003"	"BRU.04004"	"BRU.04006"	"BRU.04008"	"BRU.04013"	"BRU.04034"	"BRU.04035"	"BRU.04036"	"BRU.04044"	"BRU.04045"	"BRU.04049"	"BRU.04050"	"BRU.04056"	"BRU.04057"	"BRU.04058"	"BRU.04061"	"BRU.04064"	"BRU.04065"	"BRU.04071"	"BRU.04075"	"BRU.04077"	"BRU.04079"	"BRU.04082"	"BRU.04088"	"BRU.04090"	"BRU.04092"	"BRU.04093"	"BRU.04095"	"BRU.04098"	"BRU.04102"	"BRU.04113"	"BRU.04114"	"BRU.04119"	"BRU.04121"	"BRU.04133"	"BRU.04137"	"BRU.04146"	"BRU.04150"	"BRU.04151"	"BRU.04153"	"BRU.04341"	"BRU.04348"	"BRU.04351"	"BRU.04353"	"BRU.04357"	"BRU.04364"	"BRU.04372"	"BRU.04377"	"BRU.04381"	"BRU.05218"	"BRU.05228"	"BRU.05229"	"BRU.05231"	"BRU.05232"	"BRU.05235"	"BRU.05236"	"BRU.05237"	"BRU.05241"	"BRU.05243"	"BRU.05246"	"BRU.05249"	"BRU.05251"	"BRU.05256"	"BRU.05258"	"BRU.05264"	"BRU.05270"	"BRU.05271"	"BRU.05272"	"BRU.05327"	"BRU.05336"	"BRU.05341"	"BRU.05343"	"BRU.05344"	"BRU.05349"	"BRU.05352"	"BRU.05355"	"BRU.05361"	"BRU.05364"	"BRU.05377"	"BRU.05379"	"BRU.05382"	"BRU.1000"	"BRU.1006"	"BRU.1017"	"BRU.1018"	"BRU.1022"	"BRU.1028"	"BRU.1031"	"BRU.1032"	"BRU.1036"	"BRU.1037"	"BRU.1039"	"BRU.1040"	"BRU.1042"	"ILDCON1062.BAL"	"ILDCON1063.BAL"	"ILDCON1064.BAL"	"ILDCON1065.BAL"	"ILDCON1066.BAL"	"ILDCON1067.BAL"	"ILDCON1068.BAL"	"ILDCON1070.BAL"	"ILDCON1071.BAL"	"ILDCON1072.BAL"	"ILDCON1073.BAL"	"ILDCON1074.BAL"	"ILDCON1076.BAL"	"Mock.DNA"	"POST.01.001.BAL"	"POST.01.003a.BAL"	"POST.01.004a.BAL"	"POST.01.005.BAL"	"POST.01.006.BAL"	"POST.01.007b.BAL"	"POST.01.009.BAL"	"POST.01.010.BAL"	"POST.01.011.BAL"	"POST.01.013a.BAL"	"POST.02.001.BAL"	"POST.02.002.BAL"	"POST.02.003.BAL"	"POST.02.004.BAL"	"POST.02.005.BAL"	"POST.02.006.BAL"	"POST.02.007.BAL"	"POST.02.008.BAL"	"POST.02.009.BAL"	"POST.02.010.BAL"	"POST.02.011.BAL"	"POST.02.012.BAL"	"POST.02.013.BAL"	"POST.03.001.BAL"	"POST.03.002.BAL"	"POST.04.001.BAL"	"POST.04.002.BAL"	"POST.04.003.BAL"	"POST.04.004.BAL"	"POST.04.005.BAL"	"PRO.1019"	"PRO.1031"	"PRO.1035"	"PRO.1037"	"PRO.1038"	"PRO.1040"	"PRO.1041"	"PRO.1042"	"PRO.1044"	"PRO.1047"	"PRO.1049"	"PRO.1050"	"PRO.1053"	"PRO.1054"	"PRO.1055"	"PRO.1056"	"PRO.1057"	"PRO.1059"	"PRO.1061"	"PRO.1067"	"PRO.1068"	"PRO.1069"	"PRO.1070"	"PRO.1071"	"PRO.1073"	"PRO.1075"	"PRO.1077"	"PRO.1079"	"PRO.1080"	"PRO.1081"	"PRO.1082"	"PRO.1084"	"PRO.1085"	"PRO.1088"	"PRO.1091"	"PRO.1099"	"PRO.112"	"PRO.1125"	"PRO.1127"	"PRO.1134"	"PRO.1264"	"PRO.1265"	"PRO.1280"	"PRO.1282"	"PRO.1284"	"PRO.1286"	"PRO.1287"	"PRO.1289"	"PRO.1290"	"PRO.1291"	"PRO.1292"	"PRO.1295"	"PRO.1296"	"PRO.1299"	"PRO.1300"
"Gemella"	0.131443789233403	0.00511538024326475	0.0400806154020835	0.0579468071437749	0.0501006979887991	0.0814258525795998	0.00810981287357703	0.0208210732800897	0.00279351486828708	0	0.0526428361361388	0.0868863049095607	0.00273074822501365	0.0376502474664153	0.0157784575752697	0.0289516067183066	0.0674266856671417	0	0	0.00387250521298779	0.00184194679607524	0.0283646647812344	0.0027192118226601	0	0.0121703853955375	0.00338256849701206	0	0.00670241286863271	0.0564972945552925	0	0.0274789545341234	0.00175001682708488	0.00812007874015748	0.0125625465772384	0	0.0189489176427301	0.000158730158730159	0.0115754454723602	0.0200747682695755	0.0177979410225092	0.000348675034867503	0.0100685518423308	0.0340127744232313	0.0167039106145251	0	0.0576515472657906	0.0127121730895316	0.00832446642047944	0.00441241954418492	0.000952789290648373	0.0442628197237882	0.00484652665589661	0.0413642760561826	0.0320868847951608	0.0108352144469526	0.0674508485968745	0.0191402178210704	0.0432762647911907	0.0363119914018118	0.0227198865482908	0.00256552917903066	0	0.0134919087541431	0.0342434631748523	0.0181487170734483	0.0269278084786472	0.0602714932126697	0	0.00203139073609168	0	0.00291764162116879	0.0160073809249222	0.00145798513566374	0.0294618843287413	0.201588236138834	0.0199356611172424	0	0	0.0298294598557741	0.0014261365612717	0.00079646017699115	0	0.0349570821261271	0.0161386581787437	0.0125074213338611	0.0824543924141959	0.00388749815932852	0.0107060872318531	0.0033045713236644	0.0330626935632376	0.0173899661434287	0.0047075764288879	0.0167097190829835	0.0566153093665933	0.00334285868334502	0.0362292051756007	0.023921277997365	0.000522524539991789	0.0267096168042413	0.0120415479363912	0.0105454629181921	0.00180936850805281	0.0378295662644558	0.0303151176705225	0.0348637886020201	0.042008834603184	0.0752688172043011	0.0361233175322653	0.0102430555555556	0.0230838055472711	0.0100913440626359	0.0141606172075914	0.0110372152256969	0.034716208769582	0.0154668860551213	0.0269840037272868	0.0104882961728138	0.0422944395648943	0.0418944163841417	0.0376910129047163	0.00405478910151807	0.00811877253243251	0	0.0179676582152126	0.119306108256385	0.0199792423456149	0.0366936018015631	0.0502814510364546	0.0303490980552105	0.0268722823885273	0.0158234393745087	0.0387818799468883	0.00135421074904782	0.0124900779754401	0.0318165659438322	0.0436972324542817	0.00405507355714825	0.000473685100911844	0.00727156573533004	0.0308848903130392	0.0306888183684898	0	0.0126873647000795	0.0309567505800062	0.0328619928145292	0.018061805239805	0.0228227571115974	0.0227780259044216	0.0464217474379017	0.000177971569041846	0.0107001230685081	0.0394039585126138	0.00191488966145494	0.0208778173190985	0.037137295455928	0.0239092577775686	0.0129172015404365	0.00308767944918638	0.0767438473860492	0.00394991175729053	0.00846049252152893	0.0339171666344107	0.022367913613575	0.00301480604747761	0.0146208124086199	0.0187565209143508	0.00531649111586353	0.0248807032231059	0.0105185948156125	0.0222692678743702	0.0469488039006552	0.0381057066959787	0.0176766071087938	0.0167211560058898	0.0204641983783088	0.00616148830988943	0.0422043513496665	0.0040112656823419	0.020900974025974	0.0355358405030588	0	0.00199637023593466	0.00142816338189089	0.00423033639309587	0.0551516226281256	0.0449466103799354	0	0.0311021334292593	0.00198116605773684	0.0154584985903378	0.0115951631605102	0.0376318916777702	0.0323795180722892	0.0218279295379117	0.0181699617630495	0.0143163354415306	0	0.0936159346271706	0.0119872487288247	0.0243557466549744	0.00230964467005076	0.0149675232985032	0.0306393821164105	0.0125011447934793	0.0462052002810963	0.00849344700343555	0.0255612432667537	0.013888285155401	0.00514413947868117	0.0359971202303816	0.0180673682187305	0.0229385657556646	0.0107840934621433	0.247448320413437	0.0179947638187249	0.00867196794189468	0.00791382721477248	0.0023028209556707	0.0212467479467428	0.028209536507491	0.0107302608433432	0.0111709394840473	0.0179173993631481	0.00381347615175392	0.0049153126076203	0.0255321407718032	0.0145094765786114
"Alloiococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250006250156254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000892401835798062	0	0	0	0	0	0	0	0	0	0.000197692390640164	0	0	0	0	0	0	0.0742492461481267	0	0	0	0.00068936991589687	0	0	0.00652858422162521	0	0.000960136552754169	0	0	0	0	0	0	0	0	0	0.00262651972597547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441217023623495	0.000437475535907532	0	0	0	0	0	0	0	0	0	0.00147890387124837	0	0	0	0	2.23995603712951e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.245147296019578	0	0.00583295412236793	0	0	0	0	0	0	0	0.00338212359782793	0	0	0	0	0	0.00112066976498896	0	0	0	0	0.000756379168427844	0	0	0	0	0.00203783685138999	0	0	0	0.000291247997670016	0	0.00959359419851941	0	0	0.00283615087429375	0.00158921874006738	0	0	0	0	0	0	0	0	0	0	0	0.000124680506202855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276195408251338	0	0	0	0	0	0.00475681256683506	0	0	0	0	0	0	0	0	0	0	0	0
"Granulicatella"	0.0156933612326422	0.00318290326247584	0.0224530926225553	0.0247976358730567	0.0123320550666262	0.055604135589733	0.00925119394467305	0.0105086170659941	0.00475158603764718	0	0.0248910515199316	0.00968992248062015	0	0.0454081231832823	0.0206443764646953	0.0185213589999233	0.0271256781419535	0	0	0.00646836035575982	0.00340051716198505	0.00569788720678756	0.00693596059113301	0	0.00869313242538395	0.0141616867741572	0.00141487187549128	0.0119424811113819	0.0594986472776463	0	0.0223781855836162	0.00794238406138521	0.0062570303712036	0	0.0277029262988701	0.00874879908423785	0.00741496598639456	0.00902337875404457	0.0154145542069954	0.00481092803549617	0.0575894932589493	0.00428449014567267	0.0086558933370563	0.0355865921787709	0.00950100710675332	0.0121629112727036	0.0208894878706199	0	0.000728656438489252	0.000762231432518699	0.0252824893527978	0.0147190809549453	0.0229310963326803	0.0041792686279901	0.00998539370601514	0.015022685262981	0.00490636569497861	0.0198413716984522	0.0114642509852091	0.00983839040387627	0.00859297725024728	0.0276566063638981	0.00487424449210372	0.00791028130034285	0.00677021107128634	0.00933393216301185	0.00718810601163542	0.00296429063835654	0.00505931277668117	0.0220206202305569	0.0615593494525811	0.0352669818936686	0.0701255289641193	0.0231588888660767	0.0269684219595904	0.0220020193955902	0	0.0211376525176147	0.0123536146877448	0.00566976242651918	0.00230088495575221	0.0016693224068594	0.00806910183856381	0.00599293778286169	0.0074015436374431	0.05438554299653	0.00912973052569577	0.0151785007519987	0.0085236958745312	0.0132808794397478	0.0113881194213604	0.00523371732388126	0.00710364869228285	0.0127170457324529	0.00762926618860193	0.0222427603203943	0.0179924242424242	0.00552383085134177	0.0220455003019932	0.00965162239176395	0.0165089452234579	0.00500368575066455	0.0506233850939468	0.0102259128984299	0.0186186344576597	0.0106726749874003	0	0.028165115393931	0.00902777777777778	0.00972263644497465	0.00513266637668552	0.0344737784433087	0.00353756898259516	0.00885617570652602	0.0149321266968326	0.0165995675391544	0.00486212405362228	0.0216201607999459	0.0156714868885353	0.0386811445922308	0.00984028086831825	0.0159536718993953	0	0.00598921940507087	0.0369740756481088	0.0268552153606642	0	0.0305352037169407	0.0186506980107158	0.0145569449320766	0.0390104662226451	0.0832025659154007	0.0090562843842573	0.00294158845776719	0.0207370541533357	0.0182221208071193	0.00567710298000754	0.00201316167887534	0.0114052723548975	0.0183633226522061	0.0160537614336382	0	0.0101663332693941	0.0597319851795422	0.0165133985958667	0.0083253633527226	0.0539168490153173	0.0396158999553372	0.0173701580684384	0.0572401058930836	0.0230069738821277	0.0183658680193849	0.00323486214653554	0.00735468564650059	0.0138998722550033	0.00762460582670495	0.0114329268292683	0.0203893315351445	0.0121778069025775	0.00848810824439029	0	0.000967679504548094	0.00578480524489009	0.0055606422653476	0.0178416290551565	0.0243526510480888	0.00889412987428297	0.0155713687735454	0.0264993679479376	0.0567584950155429	0.0652521712631419	0.0351561784372996	0.0342722706174095	0.00828570715515735	0.0237890943412416	0.00895565161321138	0.00801072252353345	0.00352052573184262	0.0225497159090909	0.0227887591703429	0.0463492719198595	0.0600725952813067	0.00403966213734851	0.00934199286808672	0.0139209079624047	0.070424633722374	0.0167768657850737	0.0152466864052685	0.0646837853136417	0.00950924642805944	0.0106344210700679	0.0368396413266592	0.00583584337349398	0.0152157263211642	0.00655067136971278	0.0142634099870333	0.0388842343896309	0.0204800817160368	0.00511104671075164	0.0214138213911912	0.0017258883248731	0.0121434622987857	0.0232024842742257	0.018408279146442	0.0561841180604357	0.0235080799083853	0.0234534444109873	0.0151923494892415	0.0165026756430174	0.0103877404093387	0.0113401566479266	0.00831581406213502	0.0236351381711975	0.00888242894056848	0.00545742837125263	0.00369419572976019	0.0121785007693999	0.00768566493955095	0.0175738407386625	0.0251570120346655	0.00618183645775745	0.013622116852849	0.0228601302219476	0.00737458991111236	0.00422654268808115	0.0103243271935878	0.0213836786801532
"Enterococcus"	0	0	0	0	0	0	0	0	0	0.00497335701598579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0312991281977991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164091344181594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lactobacillus"	0	0	0	0	0	0	0	0	0	0.104795737122558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111308219416328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00277092125169201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Streptococcus"	0.2631729123074	0.414421583115456	0.190070680405348	0.234613902094308	0.259883576571854	0.354714263669564	0.330369747394347	0.205128205128205	0.102890113045976	0.0397868561278863	0.328342646311793	0.304909560723514	0.0342981977061715	0.297293581585356	0.138034669672087	0.15100851292277	0.309557738943474	0.0191216776085155	0.0252838441029328	0.0729392740116601	0.171938649002869	0.345450008318084	0.165083743842365	0.0514855139324599	0.229498696030136	0.301093697147367	0.270429177802232	0.105227882037534	0.303601623266824	0.0509150436534587	0.213733724520125	0.476307464494851	0.288737345331834	0.483445118705419	0.194700515293339	0.122217452627706	0.275215419501134	0.0887298910814383	0.195268090336457	0.104743624897176	0.223791259879126	0.109254498714653	0.182070433841751	0.236312849162011	0.20689393075666	0.310170541624548	0.226633641727981	0.303436189522439	0.268186050277294	0.0887999618884284	0.202259914822383	0.278944534194938	0.30334722260548	0.508523508386032	0.0948612402071438	0.361014955469669	0.469699148125517	0.273030621935881	0.15335994677312	0.120719709279995	0.263569485657765	0.203848453311486	0.372626242932345	0.340038828534842	0.124935995903738	0.330104860283923	0.239870717517776	0.320901695849993	0.0315057204729691	0.491455593440494	0.137042493572522	0.179264214046823	0.42206891646812	0.21005194325251	0.342662664962592	0.302838894498321	0.0232643866475527	0.0946898092455748	0.252415483197075	0.0536366482312428	0.558407079646018	0.601335457925488	0.153908640437573	0.223653454020988	0.369839699188601	0.299395334455629	0.414578118097482	0.437287263516188	0.165333473209368	0.118244468625317	0.141120344721453	0.389648870181657	0.271768378000215	0.132917583761311	0.187577505796086	0.154066543438078	0.24995882740448	0.0987944612398761	0.184551372391115	0.0796580568066918	0.214731413045981	0.183595058860321	0.226199734089256	0.466620734670196	0.205859859173501	0.157066200231241	0.392789373814042	0.288259921802014	0.292418981481481	0.173993438711602	0.153240539364941	0.192454181451219	0.129380689590114	0.167362040462883	0.153722747840395	0.160518982880763	0.229631173161075	0.141814742247145	0.286895454230956	0.191029406911119	0.184097314938436	0.247934822721208	0.0177222545031958	0.457842550076529	0.250782366804466	0.384665282823041	0.198834282686449	0.121359006433167	0.19403400137192	0.23647608501904	0.194535225251313	0.274094256005242	0.456326703343208	0.114068263528972	0.270825927242564	0.218160185155002	0.20739343643908	0.116272774948825	0.258243926269706	0.239018979541533	0.227515400410678	0.297819302785812	0.166305866878579	0.536479795006752	0.407528263950691	0.309465201235478	0.370065645514223	0.168445734702992	0.606544207052284	0.294476207425864	0.493333789142623	0.223877893020517	0.298276599304691	0.134578884934757	0.173489871646694	0.501200169435685	0.0844833119383825	0.176973719234114	0.400411387796709	0.153395243297756	0.605680616407312	0.434875169343913	0.251831854994215	0.129368677281762	0.14550886784057	0.413781656075121	0.296344412687626	0.172925910422771	0.190801691714656	0.454362739843499	0.344868962364772	0.531428047998534	0.229414382908374	0.235918041378622	0.274250289587713	0.184892412771953	0.222866404837604	0.182875309379534	0.144784902597403	0.296278242218918	0.25539605494165	0.254835364272751	0.0813237034316726	0.201320624245793	0.33157474729562	0.310653091631487	0.135582915336677	0.345914386120258	0.254412597128596	0.284942896736274	0.222991552095412	0.258597716878534	0.188855421686747	0.151442430431453	0.343776862198773	0.189076186191749	0.419200630821546	0.247114402451481	0.118476170403351	0.269525614551215	0.126548223350254	0.158909912454109	0.153021737399474	0.155371371004671	0.267111735769501	0.117349535564321	0.201813376158453	0.0485981308411215	0.0952874158467115	0.292468031128938	0.205420210465619	0.472459705676244	0.32523028532914	0.350613695090439	0.412515210737859	0.130830880971761	0.10156078258958	0.284139320667818	0.157450390246391	0.241535384723343	0.261421319796954	0.168890139033995	0.102228981512286	0.248997560496874	0.401740709433017	0.141037210042996	0.422886182853776
"Anaerococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106387505851313	0	0	0	0	0	0	0.00100613111146046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144513527138296	0	0	0	0	0	0	0	0.000392416043620141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198935694036903	0.000949930734217297	0	0	0	0	0	0	0	0	0	0	0	0.00107048748353096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01852891633914e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164804377204259	0	0	0	0	0	0.00485436893203883	0	0	0	0	0	0.00421213093709884	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000742800548529636	0.00128240359073005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285054542559121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Finegoldia"	0	0	0	0	0	0	0	0	0	0.00390763765541741	0	0	0.00207536865101038	0	0	0.000306771991717156	0	0	0	0	0	0	0	0	0.000804919669017032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311951647494638	0	0	0	0	0	0	0	0	0	0.00238256107535294	0	0	0	0	0	0	0	0	0	0.000216620183585606	0.000149201770527677	0.00459133188205027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000810185185185185	0	0.00643758155719878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000856982761462144	0	0	0	0	0	0.0028374128264734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196904478432091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281282648878888	0	0	0	0	0
"Catonella"	0	0	0.000794799738851514	0	0.000220707920655503	0.00606964662311609	0.000660799567476647	0.00765027322404372	0.001227057932799	0	0.0011763762265059	0	0	0.0015515751433734	0.000161004669135405	0.00134212746376256	0	0.00490789725285232	0	0	0.000814707236725585	0	0	0	0.00132006825718793	0.000248055023114218	0	0	0.0017331755157254	0	0	0.000403850037019587	0	0.0013840093686788	0	0.00112426156456328	0	0	0	0.00057332303013685	0	0	0.0017625911835538	0	0	0	0.00295038974284257	0	0.00129538922398089	0	0.0142290933261121	0.00323101777059774	0.00137972902122023	0.000577398955182843	0.00111538972248041	0	0.000449300887818554	0	0	0	0.000216369930761622	0	0.000350945603431468	0	0	0	0.00124111182934712	0	0	0	0	0	0	0.00310017040671772	0	0	0.00860126971124309	0	0.000763312777454151	0	0.00283185840707965	0	0.00289729495545747	0	0	0	0	0.000237473284255521	0.000629442156888458	0.000809129209564465	0	0	0.00110321816811969	0.00342382000489117	0.00423249042971909	0	0.0120635704874835	0	0.00365747265284209	0	0.000828901015403744	0.000647798601648536	0.00208213129970148	0	0.000791160104433134	0	0.019291587602783	0	0.00133101851851852	0.00381747688637041	0	0	0	0	0.00423693953105718	0.00123122916840885	0.00215322636660415	0.00199310857374502	0.000726492769667197	0.00254133799795373	0	0.000425809748204502	0	0	0	0	0	0.00207737669764117	0.00122360444205491	0.00329489291598023	0.000620527034294461	0.00163818523564001	0.0003808717731697	0	0.000572737686139748	0.00107572448414121	0.00133911731422105	0.000575189051107239	0.000789162172826516	0.00130638402760661	0	0	0.00202778615076864	0.000519408566778628	0	0.000658503316034556	0.000547045951859956	0.000446627958910228	0	0	0	0.000634086688708728	0	0.000385527876631079	0.000912464261816412	0	0	0.00349582098557308	0.000800931993592544	0.000714345743339776	0	0	0	0	0.00040260208081707	0.000118562079104619	0.000799472348250155	0.000786940142318962	0.000733492516815706	0	0.000133323175377114	7.32802051845745e-05	0	0	0.000879488609549959	0.000358226064528455	0.00134031544168069	0.00121618161645472	0	0	0	0	0.00950748765658791	0	0	0.000297988577104544	0	0.000940811865297878	0	0.000310603526544655	0	0.00248478519212071	0.00549698795180723	0.00135307633392903	0	0.00116435999894149	0	0	0.00205495692494138	0	0.00274111675126904	0.00146851171985315	0	0	0.00274068868587491	0	0.00143865636187226	0	0.00448817538408424	0.000822791319551579	0.00288309067320167	0	0.000584138395866097	0	0	0.00638657566839897	0.00298966805891405	0	0.0036729072080804	0.00259640012631136	0.000527717746393929	0.000924214417744917	0.00346941685281118	0.00036452345568236	0.00125230894461664	0.000849301979935241	0.000662869488362958
"Oribacterium"	0	0.00261452767989087	0	0.00398303995888475	0	0	0.00159192623073919	0.000644528513380972	0.014724695193588	0	0	0.00484496124031008	0	0.000549925367271585	0.000286230522907387	0.00214740394202009	0	0	0	0	0.000956395451808296	0	0.0109950738916256	0	0.00228597186000837	0.00124027511557109	0	0.011576894954911	0	0	0.00030681316995532	0	0.0131467941507312	0	0	0.0020032296968582	0	0	0.000870589440262201	0	0	0	0.0013786604307005	0.0143296089385475	0.00326834644472314	0	0.00100167552997742	0	0.0197142047524592	0	0.00172324659658797	0	0	0	0.00443500199176736	0	0.000305524603716617	0	0	0	0	0	0	0.000929406419100335	0	0	0.000801551389786684	0	0	0	0	0	0	0.00457839735561624	0	0.00103317913917393	0	0	0.000642789707329811	0	0	0.00220047044540557	0.000893558257290623	0.000994678470184513	0	0	0	0.00330483653922267	0.000419628104592305	0	0.00446291166512773	0	0.00215262081584329	0	0.00134792688844557	0	0.000946969696969697	0.0051879222184899	0.00644252063619891	0.00147072341207832	0.00483525592318851	0.00169767909397547	0	0	0	0.000800450624055024	0	0	0	0	0	0.00143233829226212	0	0.00232228607415571	0.00337309749074455	0.00133426714611681	0.00451482947836355	0.000878319032497804	0.000622708088286169	0.00042905706458959	0.0035108539781437	0.00110710534533171	0	0	0	0	0	0	0.000723038988486995	0.00183649769087423	0	0	0	0.000630340383807256	0.000394991507682585	0.000798643935195749	0.0038853262919653	0.000592106376139805	0.00204806373424024	0.00128173527236875	0	0	0	0	0	0.00429595020460639	0.00111597374179431	0.000401965163019205	0	0	0	0.00310249558403913	0.0025098068378293	0.00222419928825623	0	0	0	0.00157933029297464	0	0.00794184385242457	0	0	0.00732741997686078	0.00120592241899104	0.00175873540567457	0.00218154225552499	0.0054164251593948	0.00214315613227292	0.00029651825147869	0.00112552256404759	0	0	0.000699434094232848	0.00516608849734209	0.00092239049294264	0	0.00149616607443426	0.00456601519160195	0.00398234577922078	0	0.000247857069090158	0	0	0	0.00904415676538393	0.000670474298485225	0	0	0	0.0164142017489368	0.00503561371542157	0	0.00613704819277108	0.00553995404646413	0.0026084121291164	0.00103204636269814	0	0	0.00187053771372869	0	0.0104060913705584	0.000960180739903982	0	0	0	0.005312380710014	0	0.000912845033688329	0	0.00243409098700675	0.00485320263322281	0	0.00539204673107167	0	0	0.00654310938576169	0	0.00296488198042602	0.00137734020303015	0.00399985965404723	0.002462682816505	0.00293337619545126	0.00256641794591512	0.0026638252530634	0	0.00108816816179203	0.00203770990867131
